run,AMP,AMC,FOX,CRO,TIO,GEN,FIS,SXT,AZM,CHL,CIP,NAL,TET
SRR2567057,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,4.0000,0.0300,4.0000,>=32.0000
SRR2567056,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664632,>=32.0000,4.0000,4.0000,<=0.2500,0.5000,>=16.0000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664710,>=32.0000,8.0000,2.0000,<=0.2500,2.0000,>=16.0000,<=16.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664999,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664628,>=32.0000,4.0000,4.0000,<=0.2500,0.5000,>=16.0000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664998,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664633,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664919,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2567084,<=1.0000,2.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3665114,2.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2566993,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,<=4.0000
SRR3665151,2.0000,<=1.0000,4.0000,<=0.2500,2.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567028,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3664605,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664901,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567027,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567072,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567067,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665086,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664678,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665064,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665178,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,64.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2567100,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,0.5000,<=16.0000,<=0.1250,2.0000,4.0000,0.0300,4.0000,>=32.0000
SRR3664996,>=32.0000,<=1.0000,2.0000,<=0.2500,2.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,0.0300,4.0000,>=32.0000
SRR3665318,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,>=64.0000,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665319,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,>=64.0000,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665032,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,>=64.0000,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665175,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664963,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,64.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,16.0000
SRR3664841,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,16.0000
SRR3664910,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,>=64.0000,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664642,2.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664911,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2567085,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,<=0.2500,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665038,<=1.0000,4.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2566963,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665077,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664615,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,<=16.0000,>=64.0000,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566859,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665207,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566861,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664860,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665231,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,<=16.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2566927,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567166,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664997,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665184,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3664976,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665130,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665072,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,0.2500,4.0000,>=32.0000,<=0.0150,4.0000,<=4.0000
SRR3665070,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665166,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664748,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2566940,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566939,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664978,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665307,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665053,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664812,>=32.0000,8.0000,2.0000,<=0.2500,0.5000,>=16.0000,<=16.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665187,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567034,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665208,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566962,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665037,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665076,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665093,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566987,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,8.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664717,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664682,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665306,<=1.0000,<=1.0000,4.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664790,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566920,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665173,>=32.0000,8.0000,4.0000,2.0000,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3665172,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665149,>=32.0000,16.0000,2.0000,0.5000,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664807,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,0.5000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665179,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665144,>=32.0000,>=32.0000,16.0000,4.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665298,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,>=64.0000,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664837,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,0.5000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665303,2.0000,2.0000,4.0000,<=0.2500,2.0000,0.5000,>=256.0000,<=0.1250,8.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3665302,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567080,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2567133,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2567199,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664727,>=32.0000,4.0000,2.0000,<=0.2500,0.5000,1.0000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664899,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,1.0000,>=256.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3665289,>=32.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,>=256.0000,>=64.0000,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2567102,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664943,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567180,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567127,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567163,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567124,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,0.5000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664934,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,1.0000,>=256.0000,0.2500,4.0000,>=32.0000,0.0300,4.0000,>=32.0000
SRR2567144,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,1.0000,>=256.0000,<=0.1250,4.0000,>=32.0000,0.0300,4.0000,>=32.0000
SRR2567191,>=32.0000,>=32.0000,16.0000,4.0000,4.0000,0.5000,>=256.0000,<=0.1250,4.0000,>=32.0000,<=0.0150,4.0000,>=32.0000
SRR2567126,<=1.0000,<=1.0000,8.0000,<=0.2500,1.0000,8.0000,32.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3665215,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3665069,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566891,>=32.0000,8.0000,2.0000,<=0.2500,0.5000,>=16.0000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664894,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664904,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665260,>=32.0000,8.0000,2.0000,<=0.2500,0.5000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2566892,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665002,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665028,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665156,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,8.0000,64.0000,>=64.0000,8.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR2567172,>=32.0000,8.0000,2.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,2.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665263,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,2.0000,4.0000,0.0300,4.0000,>=32.0000
SRR3665244,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,8.0000,<=4.0000
SRR3664898,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR2567128,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,1.0000,>=256.0000,0.2500,4.0000,>=32.0000,0.0300,4.0000,>=32.0000
SRR3664752,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664772,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664666,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665223,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665228,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664952,>=32.0000,8.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664932,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664973,>=32.0000,>=32.0000,>=32.0000,>=64.0000,>=8.0000,8.0000,64.0000,>=64.0000,8.0000,8.0000,<=0.0150,8.0000,>=32.0000
SRR3665039,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,>=16.0000,>=256.0000,<=0.1250,8.0000,>=32.0000,<=0.0150,4.0000,>=32.0000
SRR3664630,>=32.0000,>=32.0000,16.0000,4.0000,>=8.0000,4.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665137,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,2.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664839,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664701,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3664694,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,>=16.0000,32.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665188,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,<=4.0000
SRR3665112,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665161,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,>=16.0000,64.0000,>=64.0000,8.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665111,<=1.0000,4.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664900,>=32.0000,16.0000,2.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,2.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665009,>=32.0000,8.0000,<=1.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665171,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665078,<=1.0000,<=1.0000,<=1.0000,<=0.2500,1.0000,2.0000,<=16.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665209,>=32.0000,16.0000,8.0000,<=0.2500,1.0000,>=16.0000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567164,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,>=16.0000,<=16.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,<=4.0000
SRR3665157,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,<=0.2500,<=16.0000,<=0.1250,4.0000,<=2.0000,<=0.0150,<=1.0000,<=4.0000
SRR3665102,>=32.0000,8.0000,<=1.0000,<=0.2500,0.5000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665103,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,2.0000,>=256.0000,>=64.0000,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR2567167,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,2.0000,8.0000,0.0600,4.0000,<=4.0000
SRR2567205,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3665129,>=32.0000,8.0000,4.0000,<=0.2500,2.0000,>=16.0000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3664725,2.0000,<=1.0000,2.0000,<=0.2500,1.0000,1.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,2.0000,>=32.0000
SRR3664859,>=32.0000,8.0000,4.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR2567185,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,>=16.0000,>=256.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664741,>=32.0000,>=32.0000,>=32.0000,32.0000,>=8.0000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3664982,>=32.0000,16.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,0.2500,4.0000,8.0000,<=0.0150,4.0000,<=4.0000
SRR3664692,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,<=0.2500,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3664734,>=32.0000,4.0000,16.0000,<=0.2500,2.0000,0.5000,64.0000,<=0.1250,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR3665031,>=32.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,>=64.0000,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2567212,<=1.0000,<=1.0000,2.0000,<=0.2500,0.5000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665291,<=1.0000,<=1.0000,2.0000,<=0.2500,1.0000,0.5000,32.0000,<=0.1250,4.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3664949,<=1.0000,<=1.0000,4.0000,<=0.2500,1.0000,>=16.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665000,>=32.0000,16.0000,2.0000,<=0.2500,0.5000,1.0000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665046,>=32.0000,>=32.0000,16.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,>=64.0000,4.0000,4.0000,<=0.0150,2.0000,>=32.0000
SRR3665094,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,0.2500,4.0000,8.0000,0.0300,4.0000,>=32.0000
SRR2567193,>=32.0000,>=32.0000,>=32.0000,8.0000,>=8.0000,<=0.2500,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR3665222,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,0.5000,>=256.0000,>=64.0000,2.0000,8.0000,<=0.0150,4.0000,>=32.0000
SRR3665226,<=1.0000,<=1.0000,<=1.0000,<=0.2500,0.5000,0.5000,>=256.0000,<=0.1250,4.0000,4.0000,<=0.0150,4.0000,>=32.0000
SRR2566988,>=32.0000,>=32.0000,>=32.0000,16.0000,>=8.0000,1.0000,>=256.0000,4.0000,4.0000,>=32.0000,0.0600,4.0000,>=32.0000
